date,code,qty,rate,month
2026-02-07 19:39:54.316,10025105,4,650,2026-02
2026-04-23 15:54:30.931,10028818,4,795,2026-04
2026-04-13 20:22:42.944,10028268,4,335,2026-04
2026-02-11 20:47:20.578,10022578,4,1195,2026-02
2026-04-03 16:13:13.201,10027298,4,1150,2026-04
2026-04-16 12:45:31.952,10028637,4,875,2026-04
2026-04-23 18:52:50.260,10028758,4,550,2026-04
2026-04-23 18:52:50.260,10028755,4,550,2026-04
2026-04-23 18:52:50.260,10028754,4,550,2026-04
2026-02-27 19:58:33.630,10022578,8,1195,2026-02
2026-02-20 20:05:54.489,10025103,4,1195,2026-02
2026-02-20 20:39:59.608,10022091,4,1250,2026-02
2026-02-24 19:59:27.657,10025105,3,650,2026-02
2026-04-24 10:48:23.650,500001,4,1295,2026-04
2026-04-24 10:48:23.649,10028794,4,1095,2026-04
2026-02-24 20:14:52.593,10022578,4,1195,2026-02
2026-04-24 10:48:23.649,10028831,4,875,2026-04
2026-04-24 10:48:23.649,10029120,4,1195,2026-04
2026-04-24 10:48:23.650,10027735,3,975,2026-04
2026-04-24 10:48:23.650,10028960,3,1095,2026-04
2026-02-13 14:31:11.258,10025105,4,650,2026-02
2026-04-24 13:43:49.970,10028794,4,1095,2026-04
2026-02-14 20:35:26.569,10025105,4,650,2026-02
2026-04-11 15:36:59.607,10027912,4,625,2026-04
2026-04-11 15:36:59.609,10027514,4,950,2026-04
2026-04-24 18:24:24.098,10028268,4,335,2026-04
2026-04-24 18:32:16.407,10027279,4,550,2026-04
2026-04-24 18:32:16.407,10028257,4,775,2026-04
2026-04-24 18:32:16.407,10027735,3,975,2026-04
2026-04-24 18:33:22.185,10029329,8,875,2026-04
2026-04-24 19:07:17.996,10027734,3,975,2026-04
2026-04-24 19:07:17.996,10029110,4,995,2026-04
2026-04-24 19:07:17.996,10028268,4,335,2026-04
2026-04-24 19:07:17.996,10028636,4,875,2026-04
2026-04-24 19:07:17.996,10028638,4,875,2026-04
2026-04-24 19:07:17.996,10029034,4,850,2026-04
2026-04-15 20:24:52.501,10028518,4,795,2026-04
2026-04-16 17:02:55.281,10027896,4,550,2026-04
2026-04-24 20:53:38.181,10028269,36,335,2026-04
2026-04-25 11:50:44.733,10028268,4,335,2026-04
2026-04-25 11:50:44.733,10029215,8,650,2026-04
2026-04-25 11:50:44.733,10029228,4,750,2026-04
2026-04-25 11:59:09.268,10029328,12,875,2026-04
2026-04-25 11:59:09.268,10029329,12,875,2026-04
2026-04-25 11:59:09.268,10029330,20,875,2026-04
2026-03-05 17:47:59.650,10025542,6,1150,2026-03
2026-04-06 09:55:52.673,10027735,3,975,2026-04
2026-04-11 20:50:41.680,10027634,3,750,2026-04
2026-04-25 17:57:49.820,10029241,4,950,2026-04
2026-04-25 17:57:49.820,10029123,4,995,2026-04
2026-03-07 18:42:40.267,10022091,4,1250,2026-03
2026-03-07 18:42:40.256,10025820,4,1595,2026-03
2026-04-25 21:19:35.353,10029305,8,725,2026-04
2026-04-25 21:19:35.352,10029306,8,725,2026-04
2026-04-25 21:19:35.352,10029125,4,875,2026-04
2026-04-25 21:19:35.352,10029274,12,625,2026-04
2026-04-25 21:19:35.353,10029126,8,875,2026-04
2026-04-25 21:53:23.435,10025542,4,1150,2026-04
2026-04-25 21:53:23.435,10029128,5,995,2026-04
2026-04-25 21:53:23.436,10029129,10,1150,2026-04
2026-04-25 21:53:23.436,10028268,4,335,2026-04
2026-04-25 21:53:23.436,10029301,5,895,2026-04
2026-04-27 10:58:11.645,10029367,4,1125,2026-04
2026-04-27 11:34:27.081,10029409,4,850,2026-04
2026-04-27 11:34:27.081,10029234,4,875,2026-04
2026-04-27 11:34:27.080,10029326,4,1025,2026-04
2026-04-27 11:34:27.080,10029353,4,1125,2026-04
2026-04-27 11:34:27.080,10029327,4,1025,2026-04
2026-04-27 11:34:27.080,10029328,4,875,2026-04
2026-04-27 11:34:27.080,10029240,4,950,2026-04
2026-04-01 16:12:15.592,10027299,4,1150,2026-04
2026-04-27 12:57:20.931,10029110,8,995,2026-04
2026-04-27 12:57:20.931,10029242,8,695,2026-04
2026-04-06 16:19:45.435,10027574,4,995,2026-04
2026-04-06 16:33:37.556,10027542,4,875,2026-04
2026-04-27 13:12:43.747,10029345,5,795,2026-04
2026-04-27 13:12:43.747,10029409,4,850,2026-04
2026-04-27 13:12:43.747,10029232,4,750,2026-04
2026-04-27 13:12:43.747,10029410,4,850,2026-04
2026-04-27 13:12:43.747,10029231,4,750,2026-04
2026-04-27 13:12:43.747,10029370,4,1125,2026-04
2026-04-27 13:12:43.747,10029271,5,575,2026-04
2026-04-27 13:12:43.747,10028568,4,925,2026-04
2026-04-27 13:12:43.747,10029301,5,895,2026-04
2026-04-27 13:12:43.747,10029273,5,575,2026-04
2026-04-27 13:29:52.062,10029125,8,875,2026-04
2026-04-16 17:14:56.689,10028268,4,335,2026-04
2026-04-27 13:29:52.062,10029126,4,875,2026-04
2026-04-06 16:19:45.435,10027576,4,995,2026-04
2026-04-06 16:49:05.726,10027736,4,925,2026-04
2026-04-06 17:07:53.954,10027298,4,1150,2026-04
2026-04-27 15:13:21.793,10029301,5,895,2026-04
2026-04-27 15:13:21.794,10029345,5,795,2026-04
2026-04-27 15:13:21.794,10029346,5,795,2026-04
2026-04-27 15:13:21.794,10029131,4,775,2026-04
2026-04-27 15:13:21.794,10029234,4,875,2026-04
2026-04-13 13:19:05.299,10027806,4,625,2026-04
2026-04-27 16:40:06.258,10029370,4,1125,2026-04
2026-04-27 17:04:08.026,10029410,4,850,2026-04
2026-04-27 19:03:28.019,10029443,10,995,2026-04
2026-04-27 19:03:28.020,10029440,10,1125,2026-04
2026-04-27 20:14:28.277,10028978,4,1025,2026-04
2026-04-27 20:14:28.277,10029035,4,850,2026-04
2026-04-27 20:14:28.277,10028960,3,1095,2026-04
2026-04-27 20:14:28.277,10016728,4,875,2026-04
2026-03-12 19:33:49.136,10025542,3,1150,2026-03
2026-04-27 21:05:57.155,10029329,4,875,2026-04
2026-04-27 21:05:57.155,10028269,4,335,2026-04
2026-04-28 11:10:59.098,10029342,5,1075,2026-04
2026-04-28 11:10:59.098,10029351,5,1125,2026-04
2026-04-28 11:10:59.098,10029365,5,895,2026-04
2026-04-28 11:10:59.098,10029463,4,695,2026-04
2026-04-28 11:10:59.098,10029242,4,695,2026-04
2026-04-28 11:10:59.098,10028520,4,795,2026-04
2026-04-28 11:10:59.098,10029244,4,695,2026-04
2026-04-28 11:32:29.895,10029354,4,1250,2026-04
2026-04-28 11:32:29.890,10029444,5,995,2026-04
2026-04-28 11:32:29.890,10029240,4,950,2026-04
2026-04-28 11:32:29.890,10029353,4,1125,2026-04
2026-04-28 11:32:29.891,10029365,5,895,2026-04
2026-04-28 11:32:29.895,10029131,4,775,2026-04
2026-04-28 11:32:29.895,10029301,5,895,2026-04
2026-04-02 18:11:15.215,10025821,4,1595,2026-04
2026-04-03 15:08:52.176,10027299,4,1150,2026-04
2026-04-28 15:43:28.896,10028449,4,775,2026-04
2026-04-28 15:57:16.098,10029411,4,950,2026-04
2026-04-28 15:57:16.098,10029229,3,750,2026-04
2026-04-28 15:57:16.098,10029350,5,1125,2026-04
2026-04-28 15:57:16.098,10029129,5,1150,2026-04
2026-04-28 15:57:16.098,10027734,3,975,2026-04
2026-04-28 15:57:16.098,10029234,4,875,2026-04
2026-04-28 15:57:16.097,10029231,4,750,2026-04
2026-04-28 16:49:36.092,10027278,4,550,2026-04
2026-04-28 16:49:36.092,10027279,4,550,2026-04
2026-04-28 16:49:36.092,10029142,4,850,2026-04
2026-04-28 16:49:36.092,10029365,5,895,2026-04
2026-04-28 16:49:36.092,10029241,4,950,2026-04
2026-04-13 16:49:29.467,10027299,4,1150,2026-04
2026-04-28 16:51:49.974,10029329,8,875,2026-04
2026-04-28 16:51:49.975,10029330,8,875,2026-04
2026-04-28 16:51:49.975,10029328,8,875,2026-04
2026-04-28 16:51:49.975,10026674,12,875,2026-04
2026-04-16 15:35:49.003,10028268,4,335,2026-04
2026-04-16 15:35:49.003,10028449,4,775,2026-04
2026-04-28 17:38:09.927,500001,4,1295,2026-04
2026-04-28 17:38:09.927,10029234,4,875,2026-04
2026-04-28 17:38:09.927,10029365,5,895,2026-04
2026-03-17 12:56:08.881,10026674,4,875,2026-03
2026-04-16 12:03:35.765,10028268,2,335,2026-04
2026-04-13 18:10:14.747,10027734,3,975,2026-04
2026-04-16 12:45:31.952,10028568,3,925,2026-04
2026-02-13 14:05:17.405,10025542,6,1195,2026-02
2026-04-24 10:35:56.605,10027279,4,550,2026-04
2026-04-24 10:35:56.605,10027896,4,550,2026-04
2026-04-24 10:35:56.605,10029273,5,575,2026-04
2026-04-24 10:35:56.605,10028754,4,550,2026-04
2026-04-24 10:35:56.606,10028268,4,335,2026-04
2026-04-24 11:19:46.279,10027612,4,995,2026-04
2026-04-04 11:11:34.551,10027298,4,1150,2026-04
2026-04-16 12:45:31.954,10021131,4,875,2026-04
2026-04-16 12:45:31.954,10028639,4,875,2026-04
2026-02-14 20:08:15.453,10025542,3,1195,2026-02
2026-04-16 17:02:55.281,10027760,4,995,2026-04
2026-04-24 15:11:28.739,10025542,4,1150,2026-04
2026-04-24 16:03:11.280,10029122,4,995,2026-04
2026-04-15 16:45:45.375,10027896,4,550,2026-04
2026-04-15 16:45:45.375,10027276,4,525,2026-04
2026-04-14 15:51:15.128,10028093,4,925,2026-04
2026-04-24 20:39:38.273,10029270,5,575,2026-04
2026-03-02 19:08:36.612,10025821,4,1595,2026-03
2026-04-11 18:56:06.001,10028231,4,995,2026-04
2026-04-25 12:40:09.993,10028268,4,335,2026-04
2026-04-25 12:40:09.993,10028269,4,335,2026-04
2026-04-25 12:40:09.993,10028810,4,875,2026-04
2026-04-11 20:20:17.626,10027703,4,750,2026-04
2026-04-11 20:47:40.905,10027684,8,550,2026-04
2026-03-06 20:06:07.895,10025542,3,1150,2026-03
2026-03-07 19:04:58.471,10025542,3,1150,2026-03
2026-04-01 12:28:52.063,10025821,4,1595,2026-04
2026-04-01 13:18:28.240,10027279,16,550,2026-04
2026-04-01 13:18:28.240,10027281,8,550,2026-04
2026-04-01 13:18:28.241,10027278,16,550,2026-04
2026-04-01 13:18:28.241,10027280,16,550,2026-04
2026-04-06 13:52:32.312,10027761,4,995,2026-04
2026-04-01 15:44:21.945,10027299,4,1150,2026-04
2026-04-01 15:44:21.945,10027298,4,1150,2026-04
2026-04-01 16:12:15.592,10025821,4,1595,2026-04
2026-04-01 16:12:15.592,10025820,4,1595,2026-04
2026-04-01 16:17:39.583,10027298,4,1150,2026-04
2026-04-06 16:33:37.556,10027574,4,995,2026-04
2026-04-06 16:33:37.556,10027576,4,995,2026-04
2026-04-27 13:12:43.747,500001,4,1295,2026-04
2026-04-27 13:12:43.747,10028892,4,1075,2026-04
2026-04-27 13:12:43.747,10029270,5,575,2026-04
2026-04-27 13:12:43.747,10028569,4,925,2026-04
2026-04-27 13:12:43.747,10029262,4,995,2026-04
2026-04-27 13:12:43.747,10029416,4,995,2026-04
2026-04-27 13:12:43.747,10029110,4,995,2026-04
2026-04-27 13:12:43.747,10029328,4,875,2026-04
2026-04-27 13:12:43.747,10028831,4,875,2026-04
2026-04-13 12:36:07.583,10027280,3,550,2026-04
2026-04-06 16:37:07.371,10027734,3,975,2026-04
2026-04-06 16:37:07.371,10027735,3,975,2026-04
2026-03-10 19:54:25.894,500001,44,1295,2026-03
2026-04-27 16:08:47.124,10028758,8,550,2026-04
2026-04-27 16:08:47.124,10028755,8,550,2026-04
2026-04-27 16:08:47.124,10029271,10,575,2026-04
2026-04-27 16:08:47.124,10027279,8,550,2026-04
2026-04-27 16:08:47.125,10029228,8,750,2026-04
2026-04-27 16:08:47.125,10027281,8,550,2026-04
2026-04-27 16:08:47.125,10029272,10,575,2026-04
2026-04-27 16:08:47.125,10029229,6,750,2026-04
2026-04-13 13:19:05.300,10028268,4,335,2026-04
2026-03-12 14:12:45.889,10025542,3,1150,2026-03
2026-04-27 19:17:31.985,500001,8,1295,2026-04
2026-04-27 19:17:31.985,10029416,8,995,2026-04
2026-04-27 19:17:31.985,10029418,8,995,2026-04
2026-04-27 19:17:31.985,10029417,8,995,2026-04
2026-04-27 19:17:31.985,10029328,8,875,2026-04
2026-04-27 19:17:31.985,10029410,8,850,2026-04
2026-04-27 19:17:31.985,10029409,8,850,2026-04
2026-04-02 15:18:16.309,10027298,4,1150,2026-04
2026-04-13 15:27:40.488,10028093,4,925,2026-04
2026-04-28 11:10:59.098,10028518,4,795,2026-04
2026-04-28 11:10:59.098,10029329,4,875,2026-04
2026-04-06 20:29:15.778,500001,100,1295,2026-04
2026-04-28 11:22:57.345,10028269,4,335,2026-04
2026-04-14 21:20:53.096,10028130,5,850,2026-04
2026-03-14 12:56:24.452,10022091,4,1250,2026-03
2026-03-14 12:56:24.452,10019275,4,1650,2026-03
2026-04-07 11:24:57.728,10027612,4,995,2026-04
2026-04-15 19:53:55.787,10027760,4,995,2026-04
2026-04-15 19:53:55.788,10028639,4,875,2026-04
2026-04-15 19:53:55.788,10028637,4,875,2026-04
2026-04-15 19:53:55.789,10028449,4,775,2026-04
2026-04-15 19:53:55.789,10028638,4,875,2026-04
2026-04-02 18:05:28.315,10027276,4,525,2026-04
2026-04-02 19:09:14.579,10027279,4,550,2026-04
2026-04-06 18:48:12.364,10027761,8,995,2026-04
2026-04-06 18:48:12.364,10027734,9,975,2026-04
2026-04-16 15:31:56.288,10028268,4,335,2026-04
2026-04-16 15:31:56.288,10028449,4,775,2026-04
2026-04-16 17:02:55.280,10027806,4,625,2026-04
2026-03-17 20:29:44.229,10026674,12,875,2026-03
2026-04-28 16:44:22.040,10029028,4,1250,2026-04
2026-04-28 16:44:22.040,10025542,4,1150,2026-04
2026-04-28 16:44:22.040,10029330,4,875,2026-04
2026-04-28 16:44:22.040,10029131,4,775,2026-04
2026-04-28 16:44:22.040,10029365,5,895,2026-04
2026-04-28 16:44:22.040,10029329,4,875,2026-04
2026-04-16 22:08:03.045,10028518,4,795,2026-04
2026-04-17 11:19:11.764,10028231,12,995,2026-04
2026-04-17 15:02:45.621,10028257,4,775,2026-04
2026-04-17 15:02:45.621,10028794,4,1095,2026-04
2026-04-17 15:09:51.456,10028794,4,1095,2026-04
2026-04-17 15:37:46.230,10028257,4,775,2026-04
2026-04-17 16:37:59.176,10028197,4,750,2026-04
2026-04-17 16:37:59.175,10027635,3,750,2026-04
2026-04-17 16:37:59.175,10028636,4,875,2026-04
2026-04-17 20:08:59.396,10027576,4,995,2026-04
2026-04-17 20:08:59.396,10028268,4,335,2026-04
2026-04-18 13:21:16.883,10028448,8,775,2026-04
2026-04-18 18:25:15.789,10028892,4,1075,2026-04
2026-04-18 18:25:15.789,10028754,4,550,2026-04
2026-04-18 21:26:58.345,10028754,1,550,2026-04
2026-04-18 21:26:58.345,10028755,1,550,2026-04
2026-04-20 13:14:10.788,10028268,4,335,2026-04
2026-04-28 19:13:18.760,10029448,4,850,2026-04
2026-04-28 19:13:18.760,10029447,4,850,2026-04
2026-04-28 19:13:18.760,10029411,4,950,2026-04
2026-04-28 19:13:18.760,10029330,4,875,2026-04
2026-04-28 19:13:18.760,10029418,4,995,2026-04
2026-04-28 19:13:18.760,10028268,4,335,2026-04
2026-04-13 18:31:30.792,10025103,4,1195,2026-04
2026-04-16 17:34:14.583,10022578,4,1195,2026-04
2026-04-17 11:08:52.071,10027574,4,995,2026-04
2026-04-17 11:08:52.071,10027576,4,995,2026-04
2026-04-17 15:49:37.370,10028818,8,795,2026-04
2026-04-17 15:54:48.746,10027299,4,1150,2026-04
2026-04-17 15:54:48.745,10028794,4,1095,2026-04
2026-04-17 17:25:37.155,10028449,4,775,2026-04
2026-02-12 20:35:02.824,10025105,4,650,2026-02
2026-04-11 18:56:06.001,10028196,3,750,2026-04
2026-04-25 15:28:54.055,10029128,5,995,2026-04
2026-04-25 15:28:54.055,10027542,4,875,2026-04
2026-04-25 15:28:54.055,10028447,4,1325,2026-04
2026-04-25 18:41:31.295,10027281,4,550,2026-04
2026-04-25 18:41:31.296,10029131,4,775,2026-04
2026-04-25 18:41:31.295,10029370,4,1125,2026-04
2026-04-25 18:41:31.296,10027574,4,995,2026-04
2026-04-25 18:47:31.530,10028753,4,550,2026-04
2026-04-25 18:47:31.530,10029263,4,995,2026-04
2026-04-25 18:47:31.530,10027279,4,550,2026-04
2026-04-25 18:47:31.530,10028794,4,1095,2026-04
2026-04-25 18:47:31.531,10027280,4,550,2026-04
2026-04-01 11:29:01.776,10027281,8,550,2026-04
2026-04-01 11:29:01.776,10027278,8,550,2026-04
2026-04-01 11:29:01.776,10027280,8,550,2026-04
2026-04-13 10:58:38.003,10028268,8,335,2026-04
2026-04-13 10:58:38.003,10028269,8,335,2026-04
2026-04-01 15:54:52.385,10027281,4,550,2026-04
2026-03-10 19:51:05.050,500001,56,1295,2026-03
2026-04-27 16:49:28.260,10029263,4,995,2026-04
2026-04-27 16:49:28.260,10029367,4,1125,2026-04
2026-04-27 16:49:28.260,10029262,4,995,2026-04
2026-04-06 18:08:13.383,10027735,6,975,2026-04
2026-04-27 18:47:00.312,10029326,4,1025,2026-04
2026-04-27 19:03:28.019,10029444,10,995,2026-04
2026-04-27 19:03:28.019,10029441,10,1125,2026-04
2026-03-14 12:56:24.452,10025105,4,650,2026-03
2026-04-07 11:19:47.199,10027735,6,975,2026-04
2026-04-28 15:43:28.896,10029433,4,825,2026-04
2026-04-02 18:19:20.498,10027298,4,1150,2026-04
2026-04-28 15:43:28.897,10028448,4,775,2026-04
2026-04-28 15:43:28.896,10029369,4,1075,2026-04
2026-04-28 15:43:28.896,10028268,4,335,2026-04
2026-04-28 15:43:28.897,10027542,4,875,2026-04
2026-04-28 15:43:28.897,10029367,4,1125,2026-04
2026-04-28 15:43:28.896,10029228,4,750,2026-04
2026-04-28 15:43:28.897,10029443,5,995,2026-04
2026-04-28 15:43:28.896,10029342,5,1075,2026-04
2026-04-28 15:43:28.896,10029331,4,950,2026-04
2026-04-02 18:32:46.949,10027281,4,550,2026-04
2026-04-28 15:48:24.041,10028568,4,925,2026-04
2026-04-28 15:48:24.041,10028448,4,775,2026-04
2026-04-28 15:48:24.041,10029232,4,750,2026-04
2026-04-28 15:48:24.041,10029230,4,750,2026-04
2026-04-28 15:48:24.041,10025542,4,1150,2026-04
2026-04-28 15:48:24.041,10029107,4,775,2026-04
2026-04-28 15:48:24.041,10028637,4,875,2026-04
2026-04-28 15:48:24.041,10029131,4,775,2026-04
2026-04-28 15:48:24.041,10029274,4,625,2026-04
2026-04-28 15:48:24.041,10029234,4,875,2026-04
2026-04-13 17:00:55.270,10027912,4,625,2026-04
2026-04-13 17:00:55.270,10027734,3,975,2026-04
2026-04-13 17:00:55.270,10028196,4,750,2026-04
2026-04-13 17:36:29.259,10028093,4,925,2026-04
2026-04-15 11:54:23.735,10027684,4,550,2026-04
2026-04-15 11:54:23.735,10027896,8,550,2026-04
2026-04-28 19:38:02.002,10029355,4,1250,2026-04
2026-04-28 19:38:02.002,10029270,5,575,2026-04
2026-04-16 18:35:48.944,10027806,4,625,2026-04
2026-04-16 18:57:32.530,10028449,8,775,2026-04
2026-04-16 18:57:32.531,10028448,8,775,2026-04
2026-04-17 15:45:31.003,10027299,4,1150,2026-04
2026-04-17 17:01:45.448,10028231,4,995,2026-04
2026-04-17 17:01:45.448,10027574,4,995,2026-04
2026-04-17 17:25:37.155,10027299,4,1150,2026-04
2026-04-17 18:30:13.100,10028449,4,775,2026-04
2026-04-17 18:30:13.100,10028447,4,1325,2026-04
2026-04-18 18:25:15.789,10028758,4,550,2026-04
2026-04-20 14:01:05.613,10028629,4,875,2026-04
2026-04-20 14:01:05.613,10028630,4,875,2026-04
